key,value,date
DVDC,0,10/15/13
DVDC,0,10/16/13
DVDC,0,10/17/13
DVDC,0,10/18/13
DVDC,0,10/19/13
DVDC,0,10/20/13
DVDC,0,10/21/13
DVDC,0,10/22/13
DVDC,0,10/23/13
DVDC,90.75,10/24/13
DVDC,18.0,10/25/13
DVDC,1.5,10/26/13
DVDC,3.0,10/27/13
DVDC,4.5,10/28/13
DVDC,8.25,10/29/13
DVDC,7.5,10/30/13
DVDC,3.75,10/31/13
DVDC,0,11/01/13
DVDC,2.25,11/02/13
DVDC,2.25,11/03/13
DVDC,5.25,11/04/13
DVDC,4.5,11/05/13
DVDC,8.25,11/06/13
DVDC,3.0,11/07/13
DVDC,0,11/08/13
DVDC,4.5,11/09/13
DVDC,1.5,11/10/13
DVDC,6.0,11/11/13
DVDC,3.0,11/12/13
DVDC,16.5,11/13/13
DVDC,10.5,11/14/13
DVDC,5.25,11/15/13
DVDC,0,11/16/13
DVDC,4.5,11/17/13
DVDC,30.75,11/18/13
DVDC,21.0,11/19/13
DVDC,0,11/20/13
DVDC,0,11/21/13
DVDC,0,11/22/13
DVDC,0,11/23/13
DVDC,0,11/24/13
DVDC,0,11/25/13
DVDC,0,11/26/13
DVDC,0,11/27/13
DVDC,0,11/28/13
DVDC,44.25,11/29/13
DVDC,12.0,11/30/13
DVDC,9.75,12/01/13
DVDC,11.25,12/02/13
DVDC,19.5,12/03/13
DVDC,14.25,12/04/13
DVDC,4.5,12/05/13
DVDC,2.25,12/06/13
DVDC,4.5,12/07/13
DVDC,6.75,12/08/13
DVDC,0,12/09/13
DVDC,0,12/10/13
DVDC,0,12/11/13
DVDC,0,12/12/13
DVDC,0,12/13/13
DVDC,0,12/14/13
DVDC,0,12/15/13
DVDC,0,12/16/13
DVDC,0,12/17/13
DVDC,0,12/23/13
DVDC,0,12/24/13
DVDC,0,12/25/13
DVDC,0,12/26/13
SPDC,1.5,08/10/09
SPDC,0.75,08/11/09
SPDC,3.75,08/12/09
SPDC,1.5,08/13/09
SPDC,0.75,08/14/09
SPDC,0.75,08/15/09
SPDC,0.75,08/19/09
SPDC,1.5,08/20/09
SPDC,0.75,08/26/09
SPDC,0.75,08/28/09
SPDC,0.75,09/01/09
SPDC,0.75,09/03/09
SPDC,0.75,09/04/09
SPDC,0.75,09/15/09
SPDC,0.75,09/17/09
SPDC,0.75,09/21/09
SPDC,1.5,09/23/09
SPDC,0.75,09/24/09
SPDC,0.75,09/28/09
SPDC,0.75,10/14/09
SPDC,0.75,10/15/09
SPDC,0.75,10/16/09
SPDC,2.25,02/15/10
SPDC,2.25,02/16/10
SPDC,4.5,02/25/10
SPDC,1.5,02/27/10
SPDC,0.75,03/08/10
SPDC,3.0,03/10/10
SPDC,1.5,04/13/10
SPDC,0.75,04/14/10
SPDC,3.0,04/15/10
SPDC,2.25,04/16/10
SPDC,0.75,04/19/10
SPDC,0.75,04/24/10
SPDC,0.75,04/25/10
SPDC,0.75,04/28/10
SPDC,1.5,04/29/10
SPDC,2.25,05/05/10
SPDC,0.75,05/07/10
SPDC,1.5,05/19/10
SPDC,2.25,06/07/10
SPDC,5.25,06/08/10
SPDC,1.5,06/09/10
SPDC,0.75,06/17/10
SPDC,0.75,06/21/10
SPDC,0.75,06/23/10
SPDC,0.75,06/24/10
SPDC,1.5,07/13/10
